habitacion,bano,estaciona,propiedad,precio
5,3,2,915,2550000
5,2,0,645,1915000
5,3,2,598,1650000
2,2,1,603,1530000
2,1,2,347,805000
4,2,4,678,2050000
5,3,2,551,2550000
2,1,2,189,905000
3,1,2,759,1355000
2,1,2,604,1845000
5,3,2,601,1760000
5,3,3,669,2050000
3,2,4,678,1620000
3,2,3,0,940000
4,3,2,435,1710000
3,1,1,703,1800000
3,3,2,538,1706000
3,2,2,337,1300000
2,1,2,157,770000
4,2,2,654,2200000
3,2,2,486,1400000
3,2,2,236,900000
4,3,2,614,2150000
4,3,2,798,1725000
4,2,2,0,1755000
4,2,4,506,1650000
2,2,2,676,1720000
4,2,2,732,1815000
5,3,2,527,1450000
2,1,1,166,681000
2,2,2,496,1511000
4,3,2,302,1310000
1,1,1,0,340000
3,2,2,324,1537000
3,1,1,420,1100000
2,2,2,539,994000
4,1,2,590,1447000
2,1,1,74,692000
4,2,2,315,1367000
2,1,1,171,903000
4,4,4,509,2820000
2,1,2,660,1813000
5,2,2,679,1655000
3,2,2,297,1230000
4,1,2,656,1389000
2,1,1,227,750000
3,2,1,227,1245000
4,2,2,757,2310000
3,2,2,247,1420000
2,1,1,1233,563000
2,1,1,267,1014000
2,1,2,0,428000
2,1,0,225,1026000
4,3,1,238,1802500
4,3,1,365,1500000
4,2,3,851,2230000
3,1,2,264,1050000
2,1,1,0,410000
1,1,1,0,272500
3,3,1,81,680000
2,1,1,0,400000
3,1,0,170,950000
3,2,2,426,1310000
4,2,1,95,860000
2,1,1,179,845500
2,1,1,181,860000
2,1,1,0,605000
3,1,1,324,1055000
2,1,1,0,445000
2,1,1,100,659500
2,1,1,0,600000
3,2,2,0,627000
4,2,2,323,1450000
3,1,2,410,990000
4,1,0,264,1115000
3,1,1,278,1125000
3,1,1,229,855000
2,1,1,215,910000
3,2,1,186,940000
2,1,0,153,1100000
2,2,1,118,750000
2,1,1,315,1056000
2,2,1,72,620000
3,2,1,122,880000
3,1,0,331,1222500
3,2,3,177,810000
2,1,1,147,1105000
2,1,1,385,1260000
3,2,2,327,955000
1,1,0,0,895000
2,1,2,301,1094000
3,1,1,438,1135000
2,1,1,149,792000
2,1,1,114,587000
3,1,0,257,1060000
2,1,1,186,840000
2,1,1,199,890000
4,1,1,416,1358000
2,1,0,209,840000
2,2,1,0,685000
2,1,1,768,600000
3,1,1,314,905000
3,2,1,240,976000
3,2,1,0,641000
2,1,0,152,770000
1,1,1,0,279500
4,2,3,271,1800000
4,1,1,370,1350000
4,2,1,281,1320000
3,1,1,210,825000
3,1,2,352,860000
2,1,1,319,830000
2,1,2,200,936000
2,1,1,216,1261000
3,1,2,222,1045000
3,1,1,0,1044000
3,1,1,239,1050000
3,2,3,470,1691500
2,1,0,311,1075000
2,1,1,135,620000
2,1,1,1140,501000
3,1,6,563,1260000
3,1,2,495,1650000
2,1,1,0,601000
1,1,4,330,800000
2,1,0,453,1015000
1,1,1,82,625000
3,2,1,0,1700000
3,2,1,99,815000
2,1,1,0,435000
2,1,1,259,890000
3,1,3,612,1815000
5,2,2,555,2500000
2,1,1,298,860000
2,1,1,1080,491000
3,2,1,194,990000
2,1,1,0,350000
2,1,1,215,871000
3,1,2,384,985000
3,1,1,483,1250000
2,1,1,0,542000
3,2,1,0,641000
4,2,2,391,1395000
3,1,1,184,860000
1,1,1,0,440000
2,1,0,153,860000
3,1,0,302,835000
2,1,1,161,705000
2,1,0,137,800000
3,1,1,264,880000
3,1,1,370,1000000
2,2,1,177,754000
2,1,0,1328,916000
2,1,1,0,590000
2,1,1,0,575000
2,1,1,279,1020000
3,1,0,325,1510000
2,2,1,156,801000
3,2,2,4668,820000
1,1,1,540,370000
3,1,0,285,1170000
3,1,1,416,1790000
3,2,1,110,640000
3,1,0,416,820000
4,2,2,657,1875000
3,1,1,343,1053000
2,1,1,55,705000
1,1,1,0,240000
4,1,2,319,1175000
4,1,0,363,1217000
3,1,3,308,1020000
2,1,1,0,1180000
3,1,1,316,1340000
4,2,1,460,1410000
3,1,1,346,1550000
3,2,1,4676,740000
3,1,2,996,947000
2,1,2,0,592500
3,1,1,480,1317000
1,1,1,0,370000
2,1,1,199,765000
1,1,1,147,772000
3,2,1,280,1210000
4,2,1,354,1755000
2,1,1,182,1073000
3,2,1,316,1080000
2,1,2,246,945000
2,1,1,159,755000
2,1,1,0,521500
2,1,1,0,320000
3,1,1,0,1190000
3,1,0,358,942000
2,1,1,564,471000
2,1,2,568,473000
3,1,1,600,1200000
4,2,2,299,930000
1,1,1,0,265000
3,1,0,220,955000
5,2,2,510,1350000
2,1,1,0,380000
1,1,0,0,300000
3,1,2,349,810000
2,1,1,0,380000
3,1,0,275,793000
2,1,1,73,400000
2,1,1,0,400500
3,2,2,262,797500
2,1,1,0,435000
3,1,2,501,920000
3,1,2,512,1172000
3,1,2,364,1300000
3,1,2,353,1330000
3,1,1,412,1245000
2,1,1,410,900000
7,3,1,447,1205000
2,1,1,0,380000
3,1,1,411,1095000
2,1,1,0,680000
2,1,1,177,711000
2,1,4,576,910000
3,1,3,608,1186000
2,1,1,0,500000
2,1,1,284,1005000
2,1,1,0,385000
2,1,1,0,656000
2,1,1,2120,370000
1,1,1,0,320000
4,1,1,384,988000
2,1,1,0,400000
1,1,1,0,330000
5,2,3,553,1200000
2,1,1,501,537000
3,1,2,717,910000
1,1,1,0,285000
3,1,1,575,921500
3,1,2,505,995000
3,1,4,357,901000
2,1,2,554,1315000
2,1,1,0,370000
2,1,2,120,735000
3,1,1,589,1000000
1,1,1,0,252000
4,2,2,621,1700000
3,1,1,206,820000
2,1,1,0,370000
2,1,1,0,484000
3,1,2,157,815000
3,1,2,726,1150000
1,1,1,0,351000
4,1,2,519,1150000
2,1,1,69,598000
2,1,1,0,497000
2,1,2,0,403000
2,1,1,0,440000
3,2,1,343,816000
4,1,2,562,1585000
4,3,2,499,970000
3,1,2,385,851000
4,1,2,717,1300000
3,2,2,562,1110000
4,2,2,556,1235000
4,3,2,410,1505000
4,2,2,670,1303000
5,3,3,736,1336000
3,2,2,514,880000
3,1,1,701,980000
3,2,2,632,975000
3,1,2,631,1127000
3,2,1,585,990000
5,2,2,617,1401000
2,1,2,775,1340000
4,2,2,723,1225000
5,3,2,796,1490000
3,2,2,315,1250000
4,1,2,650,1002000
4,2,2,730,1260000
3,3,2,401,905000
3,1,3,770,1400000
4,2,1,1124,1085000
4,3,1,604,1300000
3,1,2,306,787000
4,1,2,732,1280000
3,1,1,604,1075000
2,1,2,559,890000
4,3,2,411,1320000
4,2,2,475,1302000
3,2,1,728,1050000
4,2,3,672,1000000
4,2,2,744,1300000
4,2,2,732,1250000
4,1,1,701,976000
3,1,1,551,980000
3,1,1,421,812500
3,1,2,602,990000
4,2,2,530,1244000
4,2,2,693,1100000
4,2,2,617,1475000
4,2,3,554,1140000
2,1,0,359,833000
2,1,1,591,903000
4,2,2,740,1351000
2,1,2,609,1060000
3,1,2,602,1063000
4,3,2,661,1590000
3,1,2,697,1390000
3,1,2,773,1300000
4,2,2,1145,1890000
3,2,2,265,1022500
3,1,1,662,1250000
3,1,1,695,1151000
3,1,1,931,1755000
3,1,2,273,686000
3,1,1,667,1300000
3,1,1,786,1160000
4,3,2,928,2000000
3,1,2,318,790000
4,2,1,921,1682000
3,2,1,0,625000
3,2,2,160,780000
3,1,2,690,1342000
4,2,2,804,1782800
3,1,2,706,1468000
2,1,1,194,650000
4,3,2,326,1060000
4,2,2,438,1255000
3,1,4,586,900000
2,1,1,276,633000
3,1,2,776,1070500
3,1,2,661,1175000
3,2,2,660,1521000
2,1,2,593,1350000
4,2,2,217,752000
3,1,1,384,570000
3,1,2,742,1460000
3,1,2,228,745000
5,4,2,643,2150000
3,1,2,308,746000
3,2,2,653,1540000
3,2,2,329,1145000
5,2,1,824,1410000
3,1,1,217,640000
4,2,2,1393,1800000
4,2,2,399,1270000
4,3,2,381,900000
4,2,2,499,1250000
3,2,3,739,1410000
5,2,1,544,1100000
4,2,2,662,1485000
3,1,1,1101,2068000
3,1,1,589,1000000
4,2,1,0,800000
3,2,1,170,702000
4,2,1,652,2650000
3,1,2,389,1615000
4,3,2,934,3225000
2,1,2,0,1017000
2,1,1,137,729000
5,4,1,708,2600000
3,2,2,305,1650000
5,3,4,753,2860000
2,1,2,230,950000
2,1,1,1107,615000
3,2,2,706,1987000
2,1,1,146,683000
3,2,1,777,1690000
2,1,1,0,430000
2,1,1,136,717000
3,2,2,342,1300000
4,2,4,661,2950000
3,2,2,600,2600000
3,2,2,1133,2325000
2,1,1,896,435000
2,1,1,335,892000
2,1,1,93,900400
4,2,2,650,2090000
3,2,2,232,1250000
3,1,2,821,2000000
2,1,1,427,1302000
3,2,2,244,1430000
3,1,1,544,1622000
2,1,1,0,502000
2,1,1,896,435000
2,1,1,122,620000
5,3,2,801,2000000
3,1,1,0,591000
5,2,4,730,2608000
3,1,1,769,1780000
3,2,2,656,2250000
2,1,1,424,895000
3,2,0,584,1800000
3,0,0,693,1400000
2,1,1,84,693000
2,1,1,150,900000
5,3,2,802,2700000
2,1,1,0,530000
2,2,2,188,805000
4,2,2,813,2228000
3,2,2,132,930000
2,1,1,0,590000
4,2,2,903,4760000
3,1,1,405,1602500
3,2,2,318,1515000
2,1,4,368,1800000
2,1,1,0,530000
3,1,1,0,558000
3,2,2,259,1185000
3,1,2,635,2177000
3,1,1,891,2155000
3,2,4,877,3400000
2,1,2,400,1470000
2,1,1,166,820000
3,1,2,692,2105000
3,2,2,283,1625000
3,2,3,780,1750000
3,3,2,417,3300000
2,1,1,83,667000
5,3,2,805,2800000
2,1,1,246,1175000
2,2,1,103,775000
3,2,2,850,2220000
4,1,4,772,2015000
2,1,1,631,700000
3,1,1,970,1700000
4,3,1,632,3225000
2,1,1,0,810000
5,4,2,741,3320000
4,3,2,603,2125000
4,2,2,686,2030000
4,3,1,0,2750000
4,3,4,697,2000000
2,1,1,95,706000
5,5,1,639,2250000
4,2,2,643,2740000
4,2,2,687,2950000
3,1,1,459,1587500
4,2,4,318,1550000
2,1,1,543,765000
2,1,1,110,830000
4,2,1,653,2375000
5,2,2,795,2900000
3,3,2,468,2200000
4,1,1,717,2620000
2,1,1,342,1305000
4,3,3,788,4350000
3,2,1,145,928000
5,3,4,645,2930000
4,2,3,812,2950000
4,1,1,858,3800000
2,1,1,0,722000
5,2,4,838,2350000
3,2,2,387,1680000
3,3,2,352,1640000
3,2,1,325,1680000
5,4,4,684,3550000
2,1,1,444,1385000
4,1,4,845,3400000
2,1,1,118,690500
3,2,2,361,1850000
2,1,2,132,736000
3,2,2,0,1843000
2,1,1,122,685000
2,1,3,716,1800000
3,2,2,316,1800000
4,2,2,796,3145000
4,2,2,780,1742000
3,2,2,278,1420000
2,1,2,0,1016000
3,1,1,314,1330000
3,1,0,169,1540000
4,3,0,122,1425000
2,1,1,210,1725000
3,1,0,203,1280000
3,1,2,499,2950000
3,1,0,418,2175000
2,1,1,1031,765000
2,1,1,73,800000
2,1,0,133,1301000
4,2,0,538,2718000
1,1,1,861,468000
1,2,0,413,2400000
2,2,1,190,2210000
2,1,0,116,1330000
4,2,2,504,2520000
3,3,1,144,1214000
3,2,1,163,1955000
1,1,1,0,390000
1,1,0,93,885000
3,2,0,84,2050000
3,1,1,100,910000
2,1,0,142,880000
4,2,2,207,1950000
3,1,1,131,1280000
1,1,1,0,437000
2,1,2,373,1150000
2,1,1,0,520000
2,1,1,0,570000
3,1,2,0,820000
2,2,1,133,795000
2,1,1,73,600000
3,1,2,425,1295000
4,2,0,365,1275000
3,1,1,808,1620000
2,1,1,0,510000
1,1,1,0,255000
2,1,1,282,890000
1,1,1,60,346000
3,2,1,1113,860000
2,1,1,898,586000
2,1,2,0,772000
4,2,2,561,1506000
3,2,1,0,675000
2,1,2,0,525000
1,1,1,0,290000
1,1,1,0,363000
2,1,1,0,360000
3,1,2,299,967500
1,2,2,265,1350000
2,1,1,0,516000
1,1,1,0,330000
4,2,2,751,1600000
2,1,2,461,1170000
1,1,1,0,260000
3,2,1,300,1008000
2,1,1,78,625000
2,2,1,106,700000
2,1,1,109,545000
3,1,2,0,1170000
3,2,2,687,1830000
1,1,1,0,250000
2,2,1,166,930000
2,1,1,0,465000
3,2,2,721,1646000
2,1,1,0,460000
4,2,2,757,1550000
2,1,1,144,707000
2,2,1,0,804000
3,2,1,588,1200000
3,2,1,598,1501000
3,1,1,586,950000
3,2,2,325,970000
1,1,1,0,345000
2,1,1,211,817500
4,2,2,557,1450000
3,2,1,390,1000000
2,1,1,158,855000
2,1,1,0,675000
2,1,1,133,588000
2,1,1,0,455000
3,1,2,0,602500
4,2,1,0,662000
3,2,2,554,1420000
3,2,1,283,920000
3,1,1,620,1287000
2,1,1,103,656000
2,1,1,264,930000
2,1,1,0,415000
2,1,1,174,650000
3,2,2,282,1360000
2,1,1,0,380000
2,1,1,134,765000
4,3,4,838,1423000
5,3,1,564,1900000
2,1,2,316,907000
1,1,1,0,350000
3,2,2,603,1430000
2,1,1,333,983500
3,2,1,371,1490000
2,2,1,0,572000
3,2,2,0,990000
4,3,2,305,1100000
3,1,1,604,1125000
2,1,1,132,601000
4,3,3,650,1410000
2,1,1,967,405000
4,2,2,595,1655000
3,1,1,720,1910000
3,1,1,111,808000
3,1,1,376,1252000
2,1,1,0,370000
3,2,3,932,1880000
2,1,2,543,896000
4,2,2,366,1802100
2,1,1,108,585000
2,1,1,0,450000
2,1,1,165,737000
3,1,2,277,860000
2,1,1,0,605000
2,1,1,640,1300000
3,3,2,454,1518000
2,1,1,99,632500
2,1,1,0,435000
2,1,1,912,468250
2,2,1,817,1716000
1,1,1,0,270000
1,1,1,0,365000
1,1,1,0,340000
2,1,1,0,722500
4,3,2,812,1600000
5,2,2,593,1665000
1,1,1,820,323000
2,1,1,806,550000
2,2,1,0,638000
4,1,2,499,131000
2,1,2,275,1090000
3,1,0,513,1365000
3,2,2,692,1750000
2,1,1,934,580000
4,2,3,361,2005000
2,1,1,0,523000
2,1,1,0,420000
1,1,1,952,290000
2,1,1,0,608000
2,1,1,0,570000
2,1,1,0,520500
3,1,0,270,1400000
4,2,2,723,2830000
2,2,2,0,722000
2,1,1,1092,450000
3,2,1,339,1870000
2,2,1,934,622000
2,1,1,771,536000
4,2,3,836,2625000
2,1,2,0,570000
2,1,1,0,550000
4,2,1,810,2170000
3,2,2,357,1577500
3,1,2,451,1460000
1,1,1,0,275500
2,1,1,273,1065000
3,2,2,296,1470000
2,1,1,0,1012000
3,1,1,88,599000
3,2,1,358,1160500
2,1,1,100,650000
3,1,1,359,1170000
3,1,2,339,1314000
4,2,2,216,1030000
2,1,2,284,1225000
2,2,1,478,1450000
4,2,2,575,1774500
2,1,1,831,525500
5,3,4,708,1960000
2,1,1,367,825000
4,2,2,464,1262000
3,2,1,299,1110000
4,2,3,342,1410000
3,1,2,699,1303500
2,1,1,402,1115000
2,1,1,505,1340000
3,2,2,494,1200000
3,1,2,520,1570000
2,2,1,255,1001000
3,1,1,312,1330000
1,1,1,0,290000
3,2,2,641,1570000
4,2,2,630,1916000
2,1,1,90,500000
3,2,1,182,752000
4,2,2,600,1507000
4,3,2,288,890000
2,2,1,224,700000
3,1,2,606,1000000
3,2,2,277,865000
4,3,2,209,1042500
2,1,1,585,1002000
3,1,2,586,992000
3,2,2,160,650000
4,3,2,273,965000
4,2,2,515,920000
3,1,2,620,1301000
3,2,1,1033,1415500
2,1,1,842,705000
4,2,2,500,1260000
3,1,1,705,1460000
3,1,2,630,1000000
3,2,1,177,845000
3,2,1,188,881000
3,2,0,187,1270000
2,1,1,155,780000
3,1,0,193,1060000
3,2,1,124,930000
2,1,0,180,1420000
2,1,1,174,1075000
2,1,1,185,1105000
2,1,1,140,1209000
4,3,2,382,3010000
2,1,2,239,1435000
2,1,0,197,1417000
2,1,0,164,1290000
3,2,0,0,1226000
2,1,1,515,495000
1,1,1,0,325000
3,2,1,176,1370000
2,1,2,251,1620000
3,3,1,142,1180000
2,1,0,219,1405000
2,1,0,100,880000
2,1,0,156,1450000
2,1,0,170,856000
2,2,2,0,885500
3,2,1,201,1680000
2,1,1,103,730000
3,3,1,67,825000
2,1,1,0,533000
2,1,0,151,1430000
4,2,0,162,1506000
3,1,1,169,1150000
3,1,0,118,1360000
2,1,1,0,640000
2,1,1,371,850000
2,1,1,286,784000
3,1,0,702,680000
4,1,2,596,1221000
2,2,1,0,807000
3,1,2,371,790000
4,2,1,295,955000
3,1,2,142,675000
3,2,1,278,1010000
3,2,2,423,1202000
3,1,1,233,1370000
2,1,1,0,550000
3,2,3,370,1000000
3,1,2,386,935500
4,2,4,983,2250000
3,1,1,536,145000
3,2,1,439,905000
3,1,1,283,860000
2,1,1,170,953000
2,1,1,280,735000
3,2,2,0,550000
3,1,1,576,1100000
3,1,1,372,947000
2,1,1,0,500000
3,2,2,263,865000
2,1,1,0,466000
3,2,1,255,740000
3,1,1,370,812000
3,1,0,378,766000
2,1,1,374,825000
4,2,2,494,1131000
3,2,1,417,1064000
2,2,1,114,610000
3,1,1,379,1210000
2,1,1,0,434000
2,1,1,129,653000
3,1,2,119,640000
2,1,1,597,820000
4,1,2,613,1250000
5,3,2,390,1335000
6,2,2,1060,1900000
3,1,1,464,1090000
3,1,2,735,1130000
4,2,2,480,1145000
2,1,2,138,657000
3,2,1,107,763000
2,1,1,253,903000
3,1,1,431,1000000
3,2,4,482,1742000
4,1,1,452,865000
2,2,1,0,485000
3,2,3,405,1278000
3,2,2,0,590000
4,2,1,381,1000000
3,2,2,0,590000
3,1,1,404,1030000
4,3,1,420,1136000
2,1,1,97,635000
3,1,1,527,1061000
4,1,2,370,1155000
3,2,2,312,650000
3,2,2,435,1286000
3,1,2,255,885000
4,2,5,371,1160000
4,1,1,856,1400000
2,2,1,0,470000
3,2,0,407,1260000
2,1,0,157,920000
3,1,3,385,841000
2,1,1,0,537500
2,1,2,520,1130000
2,1,1,108,598000
3,2,1,293,1120000
3,1,1,371,870000
2,1,2,462,680000
1,1,1,108,482500
3,1,2,577,825000
3,1,0,238,725000
4,3,1,515,1250000
2,1,3,457,1008000
2,2,1,76,599000
2,1,1,483,860000
4,1,1,488,990000
2,1,1,0,451000
2,2,3,339,635000
5,2,4,381,1020000
3,1,1,169,967000
3,1,3,336,1025000
3,1,1,138,700000
3,1,3,206,1130000
3,1,2,385,835000
4,1,4,531,1075000
3,1,1,221,845000
3,1,1,102,600000
4,2,2,571,1461000
4,2,2,43,1150000
2,1,2,0,515000
4,1,2,408,770000
2,1,1,500,472000
2,1,1,545,901000
2,1,0,167,642000
2,1,1,0,605000
3,1,1,116,687000
4,2,2,307,975000
3,1,1,309,985000
3,1,1,459,835000
3,2,0,342,951000
3,1,1,563,1370000
2,1,2,381,700000
3,2,1,213,810000
2,1,1,0,445000
4,1,1,576,838000
2,1,1,370,810000
4,1,2,633,1150000
3,1,1,412,931000
1,1,1,0,241000
3,2,2,394,1331000
1,2,0,807,1007000
2,1,1,263,981000
2,1,1,0,570000
2,1,1,113,500000
3,2,0,559,830000
2,1,2,537,1194500
2,2,1,0,425000
2,1,1,702,645000
4,2,2,661,895000
3,1,0,404,655000
3,1,1,178,631000
2,1,1,145,600000
4,1,3,498,820000
3,2,2,173,715000
3,1,1,427,735000
3,1,2,565,864000
3,1,2,626,700000
4,2,2,302,735000
2,1,1,0,591000
2,1,3,586,860000
2,1,2,563,765000
3,1,2,104,625000
2,1,3,526,745000
4,3,2,501,1050000
3,1,3,576,782000
2,1,2,833,935000
4,1,2,590,1009000
2,1,4,629,820000
3,1,2,307,780000
3,2,3,556,707000
3,1,1,367,772000
3,1,3,473,745000
2,1,1,168,532500
3,2,2,310,750000
3,2,2,376,815000
3,1,4,498,637000
4,2,2,298,950000
3,1,2,677,780000
3,2,3,472,860000
5,3,2,425,1172000
2,1,1,332,530000
2,2,2,186,570000
4,1,1,973,2000000
3,1,1,407,650000
4,2,1,320,792000
3,1,2,499,720000
3,1,2,575,970000
2,1,1,115,750000
2,1,1,178,890000
2,1,1,0,1260000
2,1,1,2886,855000
3,1,0,167,1260000
2,2,1,0,1320000
2,1,0,231,1430000
3,2,2,0,1125000
3,2,1,15900,950000
2,1,1,0,910000
1,1,1,816,452000
1,1,1,2773,440000
1,1,1,3701,415000
2,1,0,117,1015000
1,1,1,0,372000
3,2,1,0,1326000
3,1,1,171,910000
2,2,1,0,1230000
2,1,0,130,855000
1,1,1,406,457000
3,2,1,82,897500
2,2,1,0,865000
3,1,1,282,1265000
2,1,2,116,1260000
3,1,0,183,1075000
3,2,2,0,1470000
1,1,1,0,366000
1,1,1,0,461000
2,1,0,188,981000
2,1,1,0,683000
3,2,0,150,1470000
2,1,0,118,670000
1,1,1,0,430000
2,1,1,816,515000
2,1,2,159,1000000
3,2,1,81,887500
2,2,1,1060,713500
2,2,2,0,1500000
2,1,1,0,672000
3,2,1,0,1215000
2,1,1,0,800000
4,1,3,0,1645000
2,1,1,0,450000
2,2,1,0,860000
4,4,2,1157,1924500
2,1,1,65,492500
3,1,4,727,1403000
4,2,0,725,1408000
4,2,2,242,855000
3,1,1,638,1450000
5,2,2,660,1461800
4,1,2,658,1396000
5,3,2,681,1535000
3,2,2,819,1125000
3,2,2,0,700000
4,2,2,336,1152000
3,2,2,925,1868000
4,3,3,655,920000
4,2,2,317,1050000
3,2,2,299,910000
3,1,2,1073,1850000
4,3,2,740,1225000
4,2,2,716,1316000
2,1,2,0,400000
5,3,2,656,1400000
5,5,2,669,2168000
4,2,2,655,1430000
4,2,2,780,1250000
3,2,1,203,772000
4,3,2,507,2000000
3,1,2,657,1300000
4,2,2,806,1468000
3,1,1,720,1275000
4,1,2,657,1200000
3,2,2,0,655000
3,1,2,1157,1310000
3,1,1,241,753000
4,2,3,767,1250000
3,1,1,679,1140000
3,1,2,657,1180000
3,2,2,118,746000
3,2,2,731,1485000
3,1,1,658,1190000
2,2,2,366,900000
3,2,1,728,1250000
3,1,1,827,1030000
4,2,2,182,985000
3,1,2,651,1300000
2,1,1,145,522500
4,2,2,659,1510000
4,2,2,840,1460000
3,2,2,0,958000
4,3,2,654,1462500
3,1,2,811,1430000
4,3,2,711,1350000
3,2,2,900,1250000
4,3,2,654,1460800
3,2,2,648,1152500
5,4,2,500,1650000
4,2,2,753,1474000
3,2,2,267,800000
3,1,1,764,1391000
2,1,1,67,452000
5,1,0,729,1322000
3,2,2,233,1102200
4,3,2,650,1401000
4,3,3,586,1782000
3,1,1,302,735000
4,3,2,657,1520000
2,1,1,746,990000
3,1,2,725,1020000
3,2,2,0,878000
4,2,2,234,973500
3,1,2,109,751800
3,2,2,771,1100000
3,2,2,649,1202000
3,1,2,798,1362000
4,2,4,769,1810000
3,1,4,192,826000
4,3,2,385,900000
3,2,1,192,888000
3,2,2,963,1901000
4,3,2,724,1650000
3,1,2,846,1816000
2,1,1,79,525000
4,3,2,723,2050000
5,2,1,939,1930000
2,1,1,1777,2850000
3,2,3,871,2600000
2,1,1,112,600000
3,1,1,872,1601000
3,2,1,555,1100000
4,2,2,1484,2550000
3,2,2,0,1190000
4,3,2,597,2012000
4,3,2,1177,2309000
2,1,2,239,900000
3,2,2,447,1625000
2,1,1,221,906000
4,2,0,147,1100000
2,1,1,295,930000
3,2,1,391,1755000
4,1,1,489,1400000
3,2,2,319,1240000
2,1,2,99,700000
2,1,1,815,591000
2,1,1,0,537000
3,2,1,347,1805000
3,2,2,331,800000
3,1,2,275,965000
2,2,2,155,1160000
3,2,2,108,820000
4,2,2,527,2600000
2,1,1,198,900000
3,1,2,463,1390000
3,2,2,179,1071000
3,2,2,492,1800000
3,2,1,419,2345000
3,1,1,0,741000
2,1,1,1764,626000
3,1,1,590,2160000
4,2,2,661,3000000
3,2,0,195,1500000
1,3,2,386,1650000
3,2,2,108,850000
3,2,2,517,1750000
3,1,2,351,1450000
4,3,2,669,2806000
3,1,1,0,782000
4,2,2,125,1007000
4,2,2,376,1450000
1,1,1,0,500000
5,3,2,701,2600000
2,1,1,147,895000
2,2,1,0,751000
3,3,2,420,2050000
3,1,1,418,1605000
0,0,0,0,410000
2,1,0,0,577000
1,1,1,0,520000
3,2,2,1170,1350000
1,1,0,0,392500
2,1,1,0,507000
2,1,1,553,525000
3,1,2,463,2116000
2,1,1,0,750000
1,1,1,0,510000
2,1,0,0,599999
1,1,0,0,300000
3,2,1,400,1395000
2,1,1,1966,855000
2,2,2,2381,1050000
2,1,1,2925,955000
2,1,1,510,680000
3,1,2,327,1911000
2,1,2,0,790000
2,1,1,0,550000
1,1,1,0,357000
2,1,1,0,685000
2,1,0,163,1210000
2,1,2,0,825000
3,1,0,257,1050000
2,1,1,0,632000
2,1,1,0,582500
1,1,1,0,485000
2,2,1,317,660000
2,1,0,483,575000
2,1,1,0,590000
3,2,1,116,1238000
2,1,1,626,640000
2,1,1,0,510000
2,1,1,0,717000
4,2,0,223,1875000
2,1,0,249,1180000
3,1,1,0,780000
3,2,1,75,878500
4,2,6,737,3572000
2,1,2,0,1015000
3,1,1,0,940000
2,1,1,0,630000
3,2,2,316,1700000
2,1,1,1622,686000
2,1,0,0,560000
2,1,0,0,765000
2,2,1,0,670000
3,2,1,246,1625000
2,2,1,0,1122000
2,1,1,1307,559000
1,1,1,1547,369000
2,1,1,0,525500
4,2,2,560,2400000
2,1,1,0,655000
2,1,0,0,684000
1,1,1,0,451000
2,1,1,0,500000
2,1,1,0,680000
2,1,1,0,600000
1,1,1,0,370000
2,1,1,0,612000
3,2,0,218,1561000
1,1,1,644,390000
1,1,1,0,313000
2,1,1,0,630000
3,1,1,345,1675000
1,1,1,900,470000
2,1,0,0,640000
2,2,1,799,932000
2,1,1,0,645000
1,1,1,0,347000
2,1,1,0,875000
2,1,1,0,582500
2,1,1,0,570000
3,3,0,235,1875000
1,1,1,0,326000
1,1,1,0,340000
4,3,2,348,2200000
2,1,1,0,687500
2,1,1,0,680000
2,1,1,0,730000
2,1,0,0,526000
3,2,2,758,920000
3,2,2,374,1830000
2,2,1,1307,572500
2,1,1,393,1925000
3,2,2,684,1425000
2,1,1,263,660000
2,1,1,0,550000
3,1,1,445,980000
3,1,3,688,1295000
4,1,2,733,1900000
2,1,2,752,595000
3,2,2,225,911000
4,2,1,288,900000
2,1,1,0,645000
4,2,4,704,1965000
3,2,1,282,840000
2,1,1,168,702500
3,1,2,549,960000
4,2,1,291,1670000
3,2,1,789,1100000
3,2,2,648,1800000
3,3,2,374,1250000
3,1,1,754,1365000
2,1,1,646,1130000
2,1,3,0,370000
3,2,2,188,1467000
2,1,0,634,1315000
3,1,1,669,2390000
3,2,2,307,1240000
2,1,0,0,456000
5,4,6,877,2800000
1,1,1,0,325000
2,1,1,0,521000
2,1,1,228,645000
4,3,2,256,1160000
2,1,1,916,445000
6,4,2,860,2620000
3,1,3,533,1226000
3,1,3,477,825000
4,2,1,554,1402000
3,1,2,226,897000
3,1,1,503,1240000
4,2,2,1021,1990000
3,1,2,396,855000
3,2,2,725,1775000
2,1,1,0,411000
4,2,2,503,1275000
5,2,2,611,1800000
4,3,1,475,1590000
2,1,2,0,606000
3,2,1,619,1385000
3,2,1,160,650000
2,1,1,0,460000
3,2,1,291,1000000
3,1,1,464,980000
2,1,2,0,520000
2,1,1,160,585000
4,2,2,696,1295000
3,1,2,190,720000
2,1,1,196,732500
4,1,2,638,1635000
2,1,1,0,485000
3,1,3,503,980000
3,2,2,282,840000
2,1,2,244,1001000
3,2,1,0,891000
2,1,2,502,800000
5,3,2,700,1575000
1,1,1,0,280000
3,2,1,683,1467000
3,1,0,438,770000
2,1,1,0,446000
2,1,1,649,890000
3,1,2,319,870000
4,2,2,858,1500000
2,1,2,635,1266000
3,1,1,551,1134000
5,2,5,963,1756000
1,1,1,0,320500
2,1,1,156,650000
