tipo,precio,habitacione,bano,estaciona,lote
h,610000,4,2,1,283
h,696000,3,1,0,557
h,660000,2,1,1,599
t,579000,3,2,1,198
h,856500,4,2,2,599
h,510000,3,1,2,587
h,765000,3,1,1,658
t,475000,2,1,1,115
h,550000,4,2,1,288
t,505000,3,2,2,4931
h,495000,3,1,1,158
h,680000,3,1,1,565
h,565000,3,2,1,566
h,697500,3,2,1,531
h,1550000,3,2,2,663
h,1635000,3,1,2,366
h,1830000,4,2,2,436
h,3695000,4,3,2,836
u,536000,2,1,2,0
h,3700000,4,3,2,742
h,3775000,4,3,2,745
h,1975000,3,1,2,432
u,1300000,2,2,1,244
h,1390000,3,1,2,340
h,4250000,4,3,2,750
h,2905000,4,3,1,487
u,1300000,2,2,2,329
t,1725000,3,2,2,411
h,2266000,3,2,2,450
h,2910000,4,1,2,732
h,2100000,3,2,2,463
h,2700000,6,3,3,0
u,800000,2,1,1,90
t,1750000,3,2,2,352
h,1761000,4,2,3,615
h,2600000,3,2,3,588
h,1302500,3,2,2,0
h,1900000,3,0,0,0
h,2750000,4,3,1,509
u,892500,2,1,2,232
h,2145000,3,2,1,550
h,3171000,4,2,2,710
h,1910000,2,2,4,696
t,1850000,3,2,2,0
t,1067000,3,0,1,0
h,1865000,3,2,2,295
u,620000,2,2,1,0
u,985000,2,1,1,611
t,1475000,3,2,2,345
h,502000,2,2,0,116
u,700000,2,1,1,0
h,2400000,3,2,2,835
u,590000,2,1,1,0
h,1650000,3,2,2,0
h,1562500,5,2,2,655
h,2050000,3,3,2,398
h,3180000,4,3,6,454
t,960000,2,1,2,363
h,3320000,4,3,2,644
h,2800000,4,3,3,596
u,1602000,3,2,2,328
u,1300000,2,2,2,0
u,1100000,2,1,2,0
h,1650000,3,2,1,354
h,1102000,2,1,2,318
u,575000,2,1,1,0
h,1570000,2,1,0,352
t,1411000,3,2,2,0
h,4700000,5,3,2,1073
h,1785000,3,2,1,404
h,1550000,2,2,2,404
h,1875000,3,2,2,275
h,2400000,4,2,2,640
u,1266000,3,1,2,277
u,826000,3,1,2,119
h,2730000,5,3,2,895
u,900000,2,2,1,118
t,1962000,3,2,2,323
h,3295888,4,3,2,565
u,375000,1,1,1,0
u,756000,2,1,1,0
u,800000,2,1,1,131
h,2100000,5,5,2,552
h,1500000,3,2,1,442
u,905500,2,1,1,122
h,2375000,4,2,2,547
h,2275000,3,2,1,359
h,1385000,3,1,2,426
h,1601000,2,1,1,380
h,2020000,5,6,2,685
t,1762000,3,2,2,483
h,2450000,3,3,2,482
u,858000,2,1,1,107
t,1427000,3,2,1,313
t,2517500,3,3,2,311
h,2800000,4,2,4,569
h,3700000,4,3,4,1572
h,1410000,3,1,1,375
h,2475000,4,2,2,605
h,2700000,4,2,2,732
u,1005000,3,1,1,0
h,3900000,4,2,2,842
u,610000,2,1,1,0
u,880000,3,1,1,138
u,737000,3,1,1,106
h,1532000,2,1,2,411
u,1250000,3,2,0,0
u,835000,3,2,1,0
h,2320000,3,2,2,589
h,2000000,4,2,2,471
t,1230000,2,2,2,201
h,2375000,3,2,2,470
t,1037000,2,1,2,125
h,3050000,4,4,2,578
t,1630000,4,2,2,432
h,1701000,2,1,2,0
u,760000,2,1,2,0
h,2640000,4,2,2,848
u,850000,2,1,1,0
u,671000,1,1,1,70
t,2250000,4,2,2,230
h,2900000,3,1,1,659
u,1620000,3,2,2,231
h,3550000,3,2,0,1007
h,2750000,4,2,2,687
h,3751000,3,3,2,584
t,1425000,3,2,2,495
h,2405000,4,1,2,695
u,1352500,2,2,1,280
h,2030000,4,2,2,366
h,3105000,4,2,2,1045
h,1171000,3,2,2,279
t,1400000,2,2,1,267
h,1600000,3,2,2,266
h,1500000,3,2,1,549
h,1940000,4,2,2,682
h,1850000,4,2,2,617
h,930000,3,1,1,329
h,1310000,4,3,2,618
h,1250000,2,1,2,443
h,2504000,4,2,2,674
u,700000,2,1,1,0
u,750000,2,1,3,305
t,1302500,3,2,2,391
h,1445000,2,1,1,649
h,980000,3,1,1,247
h,1495000,4,2,2,597
h,1825000,4,3,2,594
h,1700000,4,2,1,994
h,1400000,4,3,4,824
h,1075000,3,2,2,312
h,1860000,3,2,2,686
h,1500000,3,2,2,315
t,870000,3,2,2,158
h,2000000,4,2,2,687
h,1400000,3,1,3,613
h,1300000,3,2,3,619
h,1600000,5,2,2,616
h,1780000,4,3,2,635
h,1200000,5,2,5,775
u,775000,2,1,1,112
h,1480000,3,2,2,697
h,2900000,5,4,2,640
h,1590000,3,3,2,481
h,2840000,5,2,2,999
h,1580000,4,2,2,597
t,1100000,4,3,2,302
h,1000000,2,1,2,564
h,2500000,5,3,2,634
h,1700000,4,3,4,708
h,1405000,3,1,1,490
h,1290000,3,1,2,661
h,3207000,5,5,3,1561
u,880000,3,2,2,304
h,1920000,4,1,1,1000
h,1301000,3,2,2,401
t,2570000,4,3,2,898
h,2550000,5,3,2,915
h,1915000,5,2,0,645
h,1650000,5,3,2,598
h,1530000,2,2,1,603
h,805000,2,1,2,347
h,2050000,4,2,4,678
h,2550000,5,3,2,551
u,905000,2,1,2,189
h,1355000,3,1,2,759
h,1845000,2,1,2,604
h,1760000,5,3,2,601
h,2050000,5,3,3,669
h,1620000,3,2,4,678
t,940000,3,2,3,0
h,1710000,4,3,2,435
h,1800000,3,1,1,703
h,1706000,3,3,2,538
t,1300000,3,2,2,337
u,770000,2,1,2,157
h,2200000,4,2,2,654
h,1400000,3,2,2,486
h,900000,3,2,2,236
h,2150000,4,3,2,614
h,1725000,4,3,2,798
h,1755000,4,2,2,0
h,1650000,4,2,4,506
h,1720000,2,2,2,676
h,1815000,4,2,2,732
h,1450000,5,3,2,527
t,681000,2,1,1,166
t,1511000,2,2,2,496
h,1310000,4,3,2,302
u,340000,1,1,1,0
h,1537000,3,2,2,324
h,1100000,3,1,1,420
h,994000,2,2,2,539
h,1447000,4,1,2,590
u,692000,2,1,1,74
t,1367000,4,2,2,315
u,903000,2,1,1,171
h,2820000,4,4,4,509
h,1813000,2,1,2,660
h,1655000,5,2,2,679
t,1230000,3,2,2,297
h,1389000,4,1,2,656
u,750000,2,1,1,227
u,1245000,3,2,1,227
h,2310000,4,2,2,757
t,1420000,3,2,2,247
u,563000,2,1,1,1233
t,1014000,2,1,1,267
u,428000,2,1,2,0
h,1026000,2,1,0,225
h,1802500,4,3,1,238
h,1500000,4,3,1,365
h,2230000,4,2,3,851
h,1050000,3,1,2,264
u,410000,2,1,1,0
u,272500,1,1,1,0
h,680000,3,3,1,81
u,400000,2,1,1,0
h,950000,3,1,0,170
h,1310000,3,2,2,426
t,860000,4,2,1,95
h,845500,2,1,1,179
h,860000,2,1,1,181
t,605000,2,1,1,0
h,1055000,3,1,1,324
u,445000,2,1,1,0
u,659500,2,1,1,100
u,600000,2,1,1,0
u,627000,3,2,2,0
h,1450000,4,2,2,323
h,990000,3,1,2,410
h,1115000,4,1,0,264
h,1125000,3,1,1,278
h,855000,3,1,1,229
h,910000,2,1,1,215
t,940000,3,2,1,186
h,1100000,2,1,0,153
t,750000,2,2,1,118
h,1056000,2,1,1,315
t,620000,2,2,1,72
u,880000,3,2,1,122
h,1222500,3,1,0,331
h,810000,3,2,3,177
h,1105000,2,1,1,147
h,1260000,2,1,1,385
t,955000,3,2,2,327
t,895000,1,1,0,0
h,1094000,2,1,2,301
h,1135000,3,1,1,438
h,792000,2,1,1,149
u,587000,2,1,1,114
h,1060000,3,1,0,257
h,840000,2,1,1,186
h,890000,2,1,1,199
h,1358000,4,1,1,416
h,840000,2,1,0,209
t,685000,2,2,1,0
u,600000,2,1,1,768
h,905000,3,1,1,314
h,976000,3,2,1,240
t,641000,3,2,1,0
h,770000,2,1,0,152
u,279500,1,1,1,0
h,1800000,4,2,3,271
h,1350000,4,1,1,370
h,1320000,4,2,1,281
h,825000,3,1,1,210
h,860000,3,1,2,352
h,830000,2,1,1,319
h,936000,2,1,2,200
h,1261000,2,1,1,216
h,1045000,3,1,2,222
u,1044000,3,1,1,0
h,1050000,3,1,1,239
h,1691500,3,2,3,470
h,1075000,2,1,0,311
u,620000,2,1,1,135
u,501000,2,1,1,1140
h,1260000,3,1,6,563
h,1650000,3,1,2,495
u,601000,2,1,1,0
h,800000,1,1,4,330
h,1015000,2,1,0,453
t,625000,1,1,1,82
h,1700000,3,2,1,0
t,815000,3,2,1,99
u,435000,2,1,1,0
h,890000,2,1,1,259
h,1815000,3,1,3,612
h,2500000,5,2,2,555
h,860000,2,1,1,298
u,491000,2,1,1,1080
h,990000,3,2,1,194
u,350000,2,1,1,0
h,871000,2,1,1,215
h,985000,3,1,2,384
h,1250000,3,1,1,483
h,542000,2,1,1,0
t,641000,3,2,1,0
h,1395000,4,2,2,391
h,860000,3,1,1,184
u,440000,1,1,1,0
h,860000,2,1,0,153
h,835000,3,1,0,302
h,705000,2,1,1,161
h,800000,2,1,0,137
h,880000,3,1,1,264
h,1000000,3,1,1,370
t,754000,2,2,1,177
h,916000,2,1,0,1328
u,590000,2,1,1,0
u,575000,2,1,1,0
h,1020000,2,1,1,279
h,1510000,3,1,0,325
t,801000,2,2,1,156
t,820000,3,2,2,4668
u,370000,1,1,1,540
h,1170000,3,1,0,285
h,1790000,3,1,1,416
t,640000,3,2,1,110
h,820000,3,1,0,416
h,1875000,4,2,2,657
h,1053000,3,1,1,343
t,705000,2,1,1,55
u,240000,1,1,1,0
h,1175000,4,1,2,319
h,1217000,4,1,0,363
h,1020000,3,1,3,308
u,1180000,2,1,1,0
h,1340000,3,1,1,316
h,1410000,4,2,1,460
h,1550000,3,1,1,346
h,740000,3,2,1,4676
h,947000,3,1,2,996
u,592500,2,1,2,0
h,1317000,3,1,1,480
u,370000,1,1,1,0
h,765000,2,1,1,199
h,772000,1,1,1,147
h,1210000,3,2,1,280
h,1755000,4,2,1,354
h,1073000,2,1,1,182
h,1080000,3,2,1,316
h,945000,2,1,2,246
h,755000,2,1,1,159
u,521500,2,1,1,0
u,320000,2,1,1,0
h,1190000,3,1,1,0
h,942000,3,1,0,358
u,471000,2,1,1,564
u,473000,2,1,2,568
h,1200000,3,1,1,600
h,930000,4,2,2,299
u,265000,1,1,1,0
h,955000,3,1,0,220
h,1350000,5,2,2,510
t,380000,2,1,1,0
u,300000,1,1,0,0
h,810000,3,1,2,349
u,380000,2,1,1,0
h,793000,3,1,0,275
u,400000,2,1,1,73
u,400500,2,1,1,0
t,797500,3,2,2,262
u,435000,2,1,1,0
h,920000,3,1,2,501
h,1172000,3,1,2,512
h,1300000,3,1,2,364
h,1330000,3,1,2,353
h,1245000,3,1,1,412
h,900000,2,1,1,410
h,1205000,7,3,1,447
u,380000,2,1,1,0
h,1095000,3,1,1,411
t,680000,2,1,1,0
h,711000,2,1,1,177
h,910000,2,1,4,576
h,1186000,3,1,3,608
u,500000,2,1,1,0
h,1005000,2,1,1,284
u,385000,2,1,1,0
u,656000,2,1,1,0
u,370000,2,1,1,2120
u,320000,1,1,1,0
h,988000,4,1,1,384
u,400000,2,1,1,0
u,330000,1,1,1,0
h,1200000,5,2,3,553
u,537000,2,1,1,501
h,910000,3,1,2,717
u,285000,1,1,1,0
h,921500,3,1,1,575
h,995000,3,1,2,505
h,901000,3,1,4,357
h,1315000,2,1,2,554
u,370000,2,1,1,0
t,735000,2,1,2,120
h,1000000,3,1,1,589
u,252000,1,1,1,0
h,1700000,4,2,2,621
h,820000,3,1,1,206
u,370000,2,1,1,0
u,484000,2,1,1,0
t,815000,3,1,2,157
h,1150000,3,1,2,726
u,351000,1,1,1,0
h,1150000,4,1,2,519
t,598000,2,1,1,69
u,497000,2,1,1,0
u,403000,2,1,2,0
h,440000,2,1,1,0
h,816000,3,2,1,343
h,1585000,4,1,2,562
h,970000,4,3,2,499
u,851000,3,1,2,385
h,1300000,4,1,2,717
h,1110000,3,2,2,562
h,1235000,4,2,2,556
h,1505000,4,3,2,410
h,1303000,4,2,2,670
h,1336000,5,3,3,736
h,880000,3,2,2,514
h,980000,3,1,1,701
t,975000,3,2,2,632
h,1127000,3,1,2,631
h,990000,3,2,1,585
h,1401000,5,2,2,617
h,1340000,2,1,2,775
h,1225000,4,2,2,723
h,1490000,5,3,2,796
t,1250000,3,2,2,315
h,1002000,4,1,2,650
h,1260000,4,2,2,730
h,905000,3,3,2,401
h,1400000,3,1,3,770
h,1085000,4,2,1,1124
h,1300000,4,3,1,604
u,787000,3,1,2,306
h,1280000,4,1,2,732
h,1075000,3,1,1,604
h,890000,2,1,2,559
h,1320000,4,3,2,411
h,1302000,4,2,2,475
h,1050000,3,2,1,728
h,1000000,4,2,3,672
h,1300000,4,2,2,744
h,1250000,4,2,2,732
h,976000,4,1,1,701
h,980000,3,1,1,551
u,812500,3,1,1,421
h,990000,3,1,2,602
h,1244000,4,2,2,530
h,1100000,4,2,2,693
h,1475000,4,2,2,617
h,1140000,4,2,3,554
h,833000,2,1,0,359
h,903000,2,1,1,591
h,1351000,4,2,2,740
h,1060000,2,1,2,609
h,1063000,3,1,2,602
h,1590000,4,3,2,661
h,1390000,3,1,2,697
h,1300000,3,1,2,773
h,1890000,4,2,2,1145
u,1022500,3,2,2,265
h,1250000,3,1,1,662
h,1151000,3,1,1,695
h,1755000,3,1,1,931
u,686000,3,1,2,273
h,1300000,3,1,1,667
h,1160000,3,1,1,786
h,2000000,4,3,2,928
h,790000,3,1,2,318
h,1682000,4,2,1,921
u,625000,3,2,1,0
t,780000,3,2,2,160
h,1342000,3,1,2,690
h,1782800,4,2,2,804
h,1468000,3,1,2,706
u,650000,2,1,1,194
h,1060000,4,3,2,326
h,1255000,4,2,2,438
h,900000,3,1,4,586
h,633000,2,1,1,276
h,1070500,3,1,2,776
h,1175000,3,1,2,661
h,1521000,3,2,2,660
h,1350000,2,1,2,593
t,752000,4,2,2,217
h,570000,3,1,1,384
h,1460000,3,1,2,742
t,745000,3,1,2,228
h,2150000,5,4,2,643
u,746000,3,1,2,308
h,990000,3,2,2,263
h,1540000,3,2,2,653
t,1145000,3,2,2,329
h,1410000,5,2,1,824
u,640000,3,1,1,217
h,1800000,4,2,2,1393
t,1270000,4,2,2,399
t,900000,4,3,2,381
h,1250000,4,2,2,499
h,1410000,3,2,3,739
h,1100000,5,2,1,544
h,1485000,4,2,2,662
h,2068000,3,1,1,1101
h,1000000,3,1,1,589
u,800000,4,2,1,0
t,702000,3,2,1,170
h,2650000,4,2,1,652
t,1615000,3,1,2,389
h,3225000,4,3,2,934
u,1017000,2,1,2,0
u,729000,2,1,1,137
h,2600000,5,4,1,708
h,1650000,3,2,2,305
h,2860000,5,3,4,753
h,950000,2,1,2,230
u,615000,2,1,1,1107
h,1987000,3,2,2,706
u,683000,2,1,1,146
h,1690000,3,2,1,777
u,430000,2,1,1,0
u,717000,2,1,1,136
t,1300000,3,2,2,342
h,2950000,4,2,4,661
h,2600000,3,2,2,600
h,2325000,3,2,2,1133
u,435000,2,1,1,896
h,892000,2,1,1,335
t,900400,2,1,1,93
h,2090000,4,2,2,650
t,1250000,3,2,2,232
h,2000000,3,1,2,821
h,1302000,2,1,1,427
h,1430000,3,2,2,244
h,1622000,3,1,1,544
u,502000,2,1,1,0
u,435000,2,1,1,896
h,620000,2,1,1,122
h,2000000,5,3,2,801
u,591000,3,1,1,0
h,2608000,5,2,4,730
h,1780000,3,1,1,769
h,2250000,3,2,2,656
h,895000,2,1,1,424
h,1800000,3,2,0,584
h,1400000,3,0,0,693
u,693000,2,1,1,84
u,900000,2,1,1,150
h,2700000,5,3,2,802
u,530000,2,1,1,0
u,805000,2,2,2,188
h,2228000,4,2,2,813
t,930000,3,2,2,132
u,590000,2,1,1,0
h,4760000,4,2,2,903
h,1602500,3,1,1,405
t,1515000,3,2,2,318
h,1800000,2,1,4,368
u,530000,2,1,1,0
u,558000,3,1,1,0
h,1185000,3,2,2,259
h,2177000,3,1,2,635
h,2155000,3,1,1,891
h,3400000,3,2,4,877
h,1470000,2,1,2,400
u,820000,2,1,1,166
h,2105000,3,1,2,692
t,1625000,3,2,2,283
h,1750000,3,2,3,780
h,3300000,3,3,2,417
u,667000,2,1,1,83
h,2800000,5,3,2,805
h,1175000,2,1,1,246
t,775000,2,2,1,103
h,2220000,3,2,2,850
h,2015000,4,1,4,772
u,700000,2,1,1,631
h,1700000,3,1,1,970
h,3225000,4,3,1,632
u,810000,2,1,1,0
h,3320000,5,4,2,741
h,2125000,4,3,2,603
h,2030000,4,2,2,686
h,2750000,4,3,1,0
h,2000000,4,3,4,697
h,706000,2,1,1,95
h,2250000,5,5,1,639
h,2740000,4,2,2,643
h,2950000,4,2,2,687
h,1587500,3,1,1,459
t,1550000,4,2,4,318
h,765000,2,1,1,543
u,830000,2,1,1,110
h,2375000,4,2,1,653
h,2900000,5,2,2,795
h,2200000,3,3,2,468
h,2620000,4,1,1,717
h,1305000,2,1,1,342
h,4350000,4,3,3,788
h,928000,3,2,1,145
h,2930000,5,3,4,645
h,2950000,4,2,3,812
h,3800000,4,1,1,858
u,722000,2,1,1,0
h,2350000,5,2,4,838
t,1680000,3,2,2,387
h,1640000,3,3,2,352
h,1680000,3,2,1,325
h,3550000,5,4,4,684
h,1385000,2,1,1,444
h,3400000,4,1,4,845
u,690500,2,1,1,118
h,1850000,3,2,2,361
u,736000,2,1,2,132
t,1843000,3,2,2,0
u,685000,2,1,1,122
h,1800000,2,1,3,716
h,1800000,3,2,2,316
h,3145000,4,2,2,796
t,1742000,4,2,2,780
t,1420000,3,2,2,278
u,1016000,2,1,2,0
h,1330000,3,1,1,314
h,1540000,3,1,0,169
h,1425000,4,3,0,122
h,1725000,2,1,1,210
h,1280000,3,1,0,203
h,2950000,3,1,2,499
h,2175000,3,1,0,418
t,765000,2,1,1,1031
h,800000,2,1,1,73
h,1301000,2,1,0,133
h,2718000,4,2,0,538
u,468000,1,1,1,861
h,2400000,1,2,0,413
h,2210000,2,2,1,190
h,1330000,2,1,0,116
h,2520000,4,2,2,504
h,1214000,3,3,1,144
h,1955000,3,2,1,163
u,390000,1,1,1,0
h,885000,1,1,0,93
h,2050000,3,2,0,84
h,910000,3,1,1,100
h,880000,2,1,0,142
h,1950000,4,2,2,207
h,1280000,3,1,1,131
u,437000,1,1,1,0
h,1150000,2,1,2,373
u,520000,2,1,1,0
u,570000,2,1,1,0
u,820000,3,1,2,0
t,795000,2,2,1,133
u,600000,2,1,1,73
h,1295000,3,1,2,425
h,1275000,4,2,0,365
h,1620000,3,1,1,808
u,510000,2,1,1,0
u,255000,1,1,1,0
h,890000,2,1,1,282
u,346000,1,1,1,60
t,860000,3,2,1,1113
u,586000,2,1,1,898
u,772000,2,1,2,0
h,1506000,4,2,2,561
t,675000,3,2,1,0
u,525000,2,1,2,0
u,290000,1,1,1,0
u,363000,1,1,1,0
u,360000,2,1,1,0
h,967500,3,1,2,299
h,1350000,1,2,2,265
u,516000,2,1,1,0
u,330000,1,1,1,0
h,1600000,4,2,2,751
h,1170000,2,1,2,461
u,260000,1,1,1,0
u,1008000,3,2,1,300
u,625000,2,1,1,78
t,700000,2,2,1,106
u,545000,2,1,1,109
u,1170000,3,1,2,0
h,1830000,3,2,2,687
u,250000,1,1,1,0
t,930000,2,2,1,166
u,465000,2,1,1,0
h,1646000,3,2,2,721
u,460000,2,1,1,0
h,1550000,4,2,2,757
t,707000,2,1,1,144
u,804000,2,2,1,0
h,1200000,3,2,1,588
h,1501000,3,2,1,598
h,950000,3,1,1,586
t,970000,3,2,2,325
u,345000,1,1,1,0
h,817500,2,1,1,211
h,1450000,4,2,2,557
h,1000000,3,2,1,390
t,855000,2,1,1,158
h,675000,2,1,1,0
u,588000,2,1,1,133
u,455000,2,1,1,0
u,602500,3,1,2,0
u,662000,4,2,1,0
h,1420000,3,2,2,554
u,920000,3,2,1,283
h,1287000,3,1,1,620
u,656000,2,1,1,103
h,930000,2,1,1,264
u,415000,2,1,1,0
u,650000,2,1,1,174
h,1360000,3,2,2,282
u,380000,2,1,1,0
u,765000,2,1,1,134
h,1423000,4,3,4,838
h,1900000,5,3,1,564
h,907000,2,1,2,316
u,350000,1,1,1,0
h,1430000,3,2,2,603
u,983500,2,1,1,333
h,1490000,3,2,1,371
u,572000,2,2,1,0
h,990000,3,2,2,0
t,1100000,4,3,2,305
h,1125000,3,1,1,604
u,601000,2,1,1,132
h,1410000,4,3,3,650
u,405000,2,1,1,967
h,1655000,4,2,2,595
h,1910000,3,1,1,720
t,808000,3,1,1,111
h,1252000,3,1,1,376
u,370000,2,1,1,0
h,1880000,3,2,3,932
h,896000,2,1,2,543
h,1802100,4,2,2,366
u,585000,2,1,1,108
u,450000,2,1,1,0
u,737000,2,1,1,165
t,860000,3,1,2,277
u,605000,2,1,1,0
h,1300000,2,1,1,640
h,1518000,3,3,2,454
u,632500,2,1,1,99
u,435000,2,1,1,0
u,468250,2,1,1,912
h,1716000,2,2,1,817
u,270000,1,1,1,0
u,365000,1,1,1,0
u,340000,1,1,1,0
u,722500,2,1,1,0
t,1600000,4,3,2,812
h,1665000,5,2,2,593
u,323000,1,1,1,820
u,550000,2,1,1,806
u,638000,2,2,1,0
h,131000,4,1,2,499
h,1090000,2,1,2,275
h,1365000,3,1,0,513
h,1750000,3,2,2,692
u,580000,2,1,1,934
h,2005000,4,2,3,361
u,523000,2,1,1,0
u,420000,2,1,1,0
u,290000,1,1,1,952
u,608000,2,1,1,0
u,570000,2,1,1,0
u,520500,2,1,1,0
h,1400000,3,1,0,270
h,2830000,4,2,2,723
u,722000,2,2,2,0
u,450000,2,1,1,1092
h,1870000,3,2,1,339
u,622000,2,2,1,934
u,536000,2,1,1,771
h,2625000,4,2,3,836
u,570000,2,1,2,0
u,550000,2,1,1,0
h,2170000,4,2,1,810
h,1577500,3,2,2,357
h,1460000,3,1,2,451
u,275500,1,1,1,0
h,1065000,2,1,1,273
h,1470000,3,2,2,296
h,1012000,2,1,1,0
u,599000,3,1,1,88
h,1160500,3,2,1,358
u,650000,2,1,1,100
h,1170000,3,1,1,359
h,1314000,3,1,2,339
t,1030000,4,2,2,216
h,1225000,2,1,2,284
h,1450000,2,2,1,478
h,1774500,4,2,2,575
u,525500,2,1,1,831
h,1960000,5,3,4,708
h,825000,2,1,1,367
h,1262000,4,2,2,464
u,1110000,3,2,1,299
t,1410000,4,2,3,342
h,1303500,3,1,2,699
h,1115000,2,1,1,402
h,1340000,2,1,1,505
h,1200000,3,2,2,494
h,1570000,3,1,2,520
h,1001000,2,2,1,255
h,1330000,3,1,1,312
u,290000,1,1,1,0
h,1570000,3,2,2,641
h,1916000,4,2,2,630
u,500000,2,1,1,90
t,752000,3,2,1,182
h,1507000,4,2,2,600
h,890000,4,3,2,288
u,700000,2,2,1,224
h,1000000,3,1,2,606
t,865000,3,2,2,277
t,1042500,4,3,2,209
h,1002000,2,1,1,585
h,992000,3,1,2,586
h,650000,3,2,2,160
t,965000,4,3,2,273
h,920000,4,2,2,515
h,1301000,3,1,2,620
h,1415500,3,2,1,1033
h,705000,2,1,1,842
h,1260000,4,2,2,500
h,1460000,3,1,1,705
h,1000000,3,1,2,630
t,845000,3,2,1,177
t,881000,3,2,1,188
h,1270000,3,2,0,187
h,780000,2,1,1,155
h,1060000,3,1,0,193
t,930000,3,2,1,124
h,1420000,2,1,0,180
h,1075000,2,1,1,174
h,1105000,2,1,1,185
h,1209000,2,1,1,140
h,3010000,4,3,2,382
h,1435000,2,1,2,239
h,1417000,2,1,0,197
h,1290000,2,1,0,164
h,1226000,3,2,0,0
u,495000,2,1,1,515
u,325000,1,1,1,0
h,1370000,3,2,1,176
h,1620000,2,1,2,251
h,1180000,3,3,1,142
h,1405000,2,1,0,219
h,880000,2,1,0,100
h,1450000,2,1,0,156
h,856000,2,1,0,170
u,885500,2,2,2,0
h,1680000,3,2,1,201
h,730000,2,1,1,103
t,825000,3,3,1,67
u,533000,2,1,1,0
h,1430000,2,1,0,151
h,1506000,4,2,0,162
h,1150000,3,1,1,169
u,363000,1,1,1,0
h,1360000,3,1,0,118
t,640000,2,1,1,0
h,850000,2,1,1,371
h,784000,2,1,1,286
h,680000,3,1,0,702
h,1221000,4,1,2,596
t,807000,2,2,1,0
h,790000,3,1,2,371
h,955000,4,2,1,295
h,675000,3,1,2,142
h,1010000,3,2,1,278
h,1202000,3,2,2,423
h,1370000,3,1,1,233
h,550000,2,1,1,0
h,1000000,3,2,3,370
h,935500,3,1,2,386
u,2250000,4,2,4,983
h,145000,3,1,1,536
h,905000,3,2,1,439
h,860000,3,1,1,283
h,953000,2,1,1,170
h,735000,2,1,1,280
t,550000,3,2,2,0
h,1100000,3,1,1,576
h,947000,3,1,1,372
u,500000,2,1,1,0
t,865000,3,2,2,263
u,466000,2,1,1,0
t,740000,3,2,1,255
h,812000,3,1,1,370
h,766000,3,1,0,378
h,825000,2,1,1,374
h,1131000,4,2,2,494
h,1064000,3,2,1,417
t,610000,2,2,1,114
h,1210000,3,1,1,379
u,434000,2,1,1,0
u,653000,2,1,1,129
t,640000,3,1,2,119
h,820000,2,1,1,597
h,1250000,4,1,2,613
h,1335000,5,3,2,390
h,1900000,6,2,2,1060
h,1090000,3,1,1,464
h,1130000,3,1,2,735
h,1145000,4,2,2,480
t,657000,2,1,2,138
h,763000,3,2,1,107
h,903000,2,1,1,253
h,1000000,3,1,1,431
h,1742000,3,2,4,482
h,865000,4,1,1,452
u,485000,2,2,1,0
h,1278000,3,2,3,405
t,590000,3,2,2,0
h,1000000,4,2,1,381
t,590000,3,2,2,0
h,1030000,3,1,1,404
h,1136000,4,3,1,420
t,635000,2,1,1,97
h,1061000,3,1,1,527
h,1155000,4,1,2,370
h,650000,3,2,2,312
h,1286000,3,2,2,435
h,885000,3,1,2,255
h,1160000,4,2,5,371
h,1400000,4,1,1,856
u,470000,2,2,1,0
h,1260000,3,2,0,407
h,920000,2,1,0,157
h,841000,3,1,3,385
u,537500,2,1,1,0
h,1130000,2,1,2,520
t,598000,2,1,1,108
h,1120000,3,2,1,293
h,870000,3,1,1,371
h,680000,2,1,2,462
h,482500,1,1,1,108
h,825000,3,1,2,577
h,725000,3,1,0,238
h,1250000,4,3,1,515
h,1008000,2,1,3,457
t,599000,2,2,1,76
h,860000,2,1,1,483
h,990000,4,1,1,488
u,451000,2,1,1,0
h,635000,2,2,3,339
h,1020000,5,2,4,381
h,967000,3,1,1,169
h,1025000,3,1,3,336
h,700000,3,1,1,138
h,1130000,3,1,3,206
h,835000,3,1,2,385
h,1075000,4,1,4,531
h,845000,3,1,1,221
t,600000,3,1,1,102
h,1461000,4,2,2,571
h,1150000,4,2,2,43
u,515000,2,1,2,0
h,770000,4,1,2,408
h,472000,2,1,1,500
h,901000,2,1,1,545
h,642000,2,1,0,167
h,605000,2,1,1,0
t,687000,3,1,1,116
h,975000,4,2,2,307
h,985000,3,1,1,309
h,835000,3,1,1,459
h,951000,3,2,0,342
h,1370000,3,1,1,563
h,700000,2,1,2,381
t,810000,3,2,1,213
u,445000,2,1,1,0
h,838000,4,1,1,576
h,810000,2,1,1,370
h,1150000,4,1,2,633
h,931000,3,1,1,412
u,241000,1,1,1,0
h,1331000,3,2,2,394
h,1007000,1,2,0,807
h,981000,2,1,1,263
t,570000,2,1,1,0
h,500000,2,1,1,113
h,830000,3,2,0,559
h,1194500,2,1,2,537
u,425000,2,2,1,0
h,645000,2,1,1,702
h,895000,4,2,2,661
h,655000,3,1,0,404
t,631000,3,1,1,178
t,600000,2,1,1,145
h,820000,4,1,3,498
h,715000,3,2,2,173
h,735000,3,1,1,427
h,864000,3,1,2,565
h,700000,3,1,2,626
h,735000,4,2,2,302
t,591000,2,1,1,0
h,860000,2,1,3,586
h,765000,2,1,2,563
h,625000,3,1,2,104
h,745000,2,1,3,526
h,1050000,4,3,2,501
h,782000,3,1,3,576
